text,label,sentiment
expectation vs reality talaga. kaya pala mura kasi subrang mura pala ang quality nya. not recommend this product ma didismaya lang kayo,0,Negative
Nag order ako ng 9 items sabay2 kc nagtrust ako sa seller peru yung mouse nila walang mini reciever ndie ako nka video kc yung cp ko lowbat at that time nag send ako ng picture ayaw pa maniwala 9 na nanga order ko yung mouse lang ang problema. Tssskkkkk,0,Negative
Maliit po ang inyong size pwedi po pakilaki sa susunod yung bibilhin niyo ako napo nagsasabi salamat po sobra ganda po sulit po sa price,3,Positive
Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay,3,Positive
"honest review* This is my 2nd time na mag- order here. i ordered color black before and nagtagal din sya and now tinry ko naman diff colors and af first medyo na- disappoint kasi yung blue and red parang minadali lang, i mean may mga stitches na hindi naputol and hindi maayos pagkakatahi and ma",3,Neutral
"sorry 1 star lng bigay ko, madaling malobat talaga, at hindi nka pag full charge sa cp ko kahit 3020mah lng. na scam ako sa inyo. mariosep ninyo,",0,Negative
Di tulad dati makapal Napaka nipis neto sayang lang pera ko,0,Negative
Sobrang tagal dumating 12/ 15 inorder dumating ng 12/ 28. Courier fault. Stop nalang yung 12/ 12 sale kung hindi kayang I manage and I sustain ng Shopee Si seller ng msg ako walang reply May crack na sa takip ng lotion pero hindi naman tumapon,2,Negative
"manipis ung tela at hindi maganda ung tahi, nagkapunit agad pagkasukat pa lang ng anak ko",1,Negative
Pwde na Kya lang madali pala mabasag yan d pala yan parang telmos Yung loob kalako ganun yan. nagkamali pala ako. glass po pala. anyway thank you na din po sa seller and sa rider,1,Neutral
Ok nmn ung pagkadeliver s akin kya lang hnd nmn gumagana sobrang nakakadismaya ung tama ka nmn magbayad tpos hnd nmn gumagana ung inorder mo umayos nmn kyo ayos ako magbayad nakakainis,1,Negative
2 violet na stand fone order ko ung bnigay nio 2 black ang layo ng kulay sos Pru di bali dto na e. Ska lalong mhirap pg bnalik ko pa hirap mgprocess.,1,Negative
"A good buy here, matibay talaga, buy 1 take 1 plus may free zip ties pa, sakto para sa fence so we have privacy. Weeks ng naka install pero hinde nasira or natanggal sa lakas ng hangin. Thank u",4,Positive
Nagtaka lang ako iba yung packaging niya compared sa meron ako. Mas dark kaya akala mo nagbago ng laman. Pero mukang same lang siya pag ginamit na.,4,Neutral
Order kayo dito guys mas mura compare sa hardware maganda ang quality at kumpleto ang delivery salamat seller.,4,Positive
I give it a three star. maganda sana kaso I’ m a bit disappointed sa placing ng pag print nila but hopefully ilagay man lang sa gitna ng papel. Pero for its price maganda naman po.,2,Neutral
"kaalis ko ng bubble wrap ng box, nangangamoy mabango, tama hinala ko na nag- leak yung laman ng shampoo. hay im very disappointed. naka- tape nga pero nag- leak pa rin, tho di naman ganun karami, pero naka open kasi yung shampoo. may freebie. pero nakakasad lang talaga.",3,Negative
Parang sinuksok lang basta sa lagayan ni seller jusme pero thank you na din dahil complete naman dumating saken and no damage.,3,Neutral
"Less 1 star kasi di sya gaya nung unang order ko na di ako pinahirapan. Keyboard is lowbat, kaya need ko muna icharge bago macheck if gumagana ba. Netflix is need pa nya iresearch sa yt pano pagaganahin kasi need nya apk, ung una kasi plug and play na sya. I' ll update my review if ok na.",3,Neutral
Mabilis mag low charge 3- hrs lang nagagamit sa gabi. Kahit magdamag na ito na charge sa init ng araw. Sorry seller but it’ s true.,1,Negative
"Sana i- check niyo muna po yung mga products nyo bago nyo po i- ship kasi yung sa akin po grabe po yung dent, but the box is in good condition. Nakakapagtaka lang and the seller is also unresponsive.",1,Negative
nakaka dismaya tignan may mga crock Kasi Sana Manlang bago nyo ipadala siguradohing nyong walang damage,1,Negative
Poor quality. natanggal agad ung spring nya. tinatry palang namin cya can,0,Negative
FOTA AYAW SA OPPO! HAHAHAHA ANYWAYS MAGANDA KASO BASAG PERO MAGANDA KASO BASAG CHARRR MAGANDA TALAGA KASI FOR THE PRICE NAMAN WORTH IT SA MGA IBANG UNIT EXCEPT SA OPPO NAKACOPSLOCK AKO BAKIT BA CHARRR LA LANG TINAMAD AKO EH HAHAHA THAT' S ALL),2,Neutral
Medyo mahina po ang frequency ng microphone. Kailangan PA talaga edikit bibig sa mic para magka boses. Pero sulit PA dn nmn,2,Neutral
Ayos nmn gumagana at tama ung haba kaso lng palyado yang nasa pic. Reresolbahin ko pa.,3,Neutral
maganda sana sya kaso hindi tugma yung size. pareho lang ka laki yung medium at large,3,Neutral
Binalewala nyako dahil sayo nawala na nan saying ang pagmamahal kaya ikw ay di maayos ang. baba ng quality ng. product so disapointed,2,Negative
Maganda kasi sobrang safe nung item kasi naka sealed at may nakalagay talaga na fragile. so so lang yung itemall in all ok naman sya,3,Positive
maliit pala size nito d kasya sakin bigay ko na lang sa anak ko pero maganda tela makapal order na lang ako ulit,2,Neutral
"AYAW NIA MAGCHARGE. BRANDNEW BA UNG DINELIVER NIU? PAG MY ORDER ANG BIBILIS NIU PERO PAG MY CONCERN N UNG BUYER AYAW NIU MAGREPLY. PAKIAYOS NMN PO ITO BAKIT GANITO ANG MAHAL MAHAL NG ITEM TAPOS GANITO NDI MAPAPAKINABANGAN. MAAWA NMN PO KAYO. RETURN KO NLNG SIYA AT MKKIREPLY PO. SALAMAT,",0,Negative
Sa mga nagbabalak omorder please wag na kayo omorder. Unang gamit palang namin lag na agad yung item pero hinayaan namin kase baka nagloko lang pero 6days palang namin ginagamit sira na agad ayaw na mag open grabe bulok ang item tas ayaw ng ipabalik ng seller sayang lang ang pera nyo. Ang dami nadin nilang buyer na naperwesyo kase bulok ang item.,0,Negative
Good product. Nag aalinlangan pako nung una kasi may iilang bad review pero okay naman sya. no dents and gumagana ng maayos. 2 days na sya na ka on at walang problema.,4,Positive
Masikip sakin tapos mainit sa pakiramdam tapos hindi sya stretchable pag umopo,2,Negative
"White inorder ko yellow dumating, nag chat ako kay seller 2 days ago wala pa ding respond.",4,Negative
"Ang nipis, mukhang 1 time use lang haha sana nilagay sa description DISPOSABLE lol",2,Negative
Passs hindi dinodouble check ang sizing mema bigay lang pero goods yung isa etong converse lang ang wrong size 37 inorder 41 dumating awit,1,Negative
"May konting mishap pagtahi. May dumi din sa harapan. Kita naman sa photo. Hindi naman nakaapekto sa quality ng wallet. Hindi genuine leather, given na yan sa presyo. Pero ang ganda ng item. Walang bubble wrap pagka pack. Buti na lang hindi J& T. Paki check lang sa susunod, kung may dumi ang item.",3,Neutral
Well packed nman cxa hndi pa nkikita ng asawa ko hope OK lang sa knya,3,Positive
Ok sana kaso madami pang excess na mga sinulid. Di man lang inayos muna ni seller bago pinadala,2,Negative
Thank you seller. Bilis ng Shipp. yung Ibang items na binili ko ang liit. Dapat lg sa mga petite especially yung mga croptop. Yun lang. Pero bet talaga yung bodysuit. Baka bibili ako ulit! Ps. Picture and video are not related.,2,Positive
Delivered done but ang seller not good ang nkalagay 6pcs ang dumating sa akin 2pcs. Lng kainis oi,0,Negative
nakaka dissapoint! kung wala kayong stock ng speakers wag kayong magpopost na may ganun kayo shuta anong gagawin ko dyan sa mini keyboard na yan napaka layo nyan sa speakers? sayang pera sainyo. tigilan nyo panloloko ng mga buyers,0,Negative
Okay naman kaso lang purong brown binigay sakin hindi black and brown.,2,Neutral
Kulang yung pinadala. Manipis din yung socks at medyo may amoy yung masks. Okay lang kasi mura naman! Sana lang chineck mabuti kasi binayaran nang buo tapos kulang yung dadating.,2,Neutral
"Sobrang bad ng quality ng photos. Sana man lang sa 7 days ininform ako na malabo yung quality photos sa shopee chat para naman nag- gmail ako or gdrive nalang ako. Sa 7 days nayon walang update man lang. Aware naman ako na nakaprint lang siya parang instax talaga pero yung gamit ay photo paper kaya if ever pag- isipan niyo muna buyers. Binili ko yung with gift box para lagyan ng photos kasi yes it' s cheap and nandun na, hindi ko magamit dahil sa Sticker na nilagay niyo sa gitna. Wag niyo na sana isama iyon don sa choices kung ipropromote niyo lang din naman yung sa box na dapat lalagyan ng photos bayad siya eh pero bat may ganon? You guys took your time pero grabe sobrang bad ng lahat buti pa yung delivery bumawi. Narurush tuloy ako sa nangyari. Yes I get it mura and nagtiwala ako sa services ninyo kasi akala ko katiwa- tiwala yung reviews.",0,Negative
"Napakaliit ng fan niya tulad halos sa exhaust ng pc motherboard) Di talaga nakatulong kahit ibuga ko na sa mukha ko ng may mist at ice pa. Nagkaroon pa ng leak na di malaman paano buti di nabasa laptop ko sa work o yung pc ko. Bihira ako magbigay ng review especially a bad one) pero honest feedback lang talaga, my fault for seeing if this could help a bit.",1,Negative
Yung looks nang sapatos is parang old stock na. Yun lang. Thanks!,1,Neutral
It works very well. I hope magtagal sa akin. Super maganda. Hindi maingay kapag clinick. Smooth and also mabilis yung move ng cursor.,4,Positive
Ganda Po ng item makapal Po Siya I will order again,4,Positive
Thank you seller nice item and no damage pero akala ko po meron siyang free gift pero wala po pala at Isa din yon sa rason bakit ako bumili ng item nyo but thank you,3,Neutral
Napaka liit. saka sira may punit sa gilid paki ayos naman po nagbabayad naman kami ng ayos ehh,0,Negative
Bakit sa likod ang umpisa. Tabingi din yung cover naputol yung first word. Pixelated din ang cover,0,Negative
Super ganda. Ikatatlo ko nang order thank you so much seller. sulit na sulit talaga pera nyo Dami gumagamit kasa pang ML,4,Positive
"Ang bilis dumating! Packaged well hehe thank you seller. Siguro next time po for wag na ilagay sa loob ng jar yung stickers kasi dumidikit siya sa loob. See picture po, naalis ko naman pero nahirapan ako Edit: di siya leak proof pala tumatagas kapag natilt yung bottle kahit nakasara. Sad",1,Neutral
Comment ko lang sa product for improvement. Lagi kasi lumuluwag yung allen knots nya. Hassle lang. Kaya pala may kasama allen wrench. Pero dapat sana sa sunod maimprove na dapat hindi luwag ng luwag yung knots.,2,Negative
maganda din yung item kaso manipis yung sa taas nya pero kung iingatan naman baka tumagal sya. walang medjo mabilis din yung deliver nya exept sa iba na inaabot ng dalawang linggo ty ulit hehe,3,Neutral
"the color is pretty, wala naman siyang damage nung dumating siya. at first maganda siyang gamitin pero after using it for a week now, ang shaky niya na gamitin kahit hindi ko naman ginagalaw yung mouse.",2,Neutral
okay naman hindi ko pa naman nasusubukan pero mukha naman okay siya if continuous gagamitin,4,Positive
Poor quality Halatang fake. Dinikit Lang ang label dp maayos pgkakadikit printed Lang s paper hindi pa glossy. Prang yung mga tinda lng sa bangketa at instik. Sayang ang Pera ko. Pwede po ba I refund?,0,Negative
Maganda yung item tas nice to pang regalo this coming xmas.,4,Positive
"Nakuha ko po siya ng flash deal. 3 out of the 8 pants are smaller, parang kid size kahit na XXL siya. Fast delivery nmn kaso nga lang pang bata ung iba, ibat- iba din yng naka tag so mukhang ibat- iba ung pinagkunan. Sayang kasi malambot nmn ung tela. Ung pic na sport classic” is smaller kahit na XXL",2,Neutral
ang bilis malowbat di mappuno yung battery fake pala ito,0,Negative
Feel ko masyado siyang nahype sa tiktok mabango naman siya. Pero hindi ko feel yung pagkared niya sa lips para lang siyang mga lip therapy sa ibang shop. Mabilis din siyang nabali. Pero trip siya ng lola ko. Kung trip niyo yung pulbo at lip tint look tapos mamula- mulang lips forda go ang ferson. Mas okie siya gamitin compared sa mga red lip tint kasi di siya pala tambay sa cracks ng lips. Pero kung tulad niyo ako na mas trip yung mga my lips but better skip na lippie skip niyo na lang to.,3,Neutral
Hay naku. peke wala pang 30 minutes sya buhaym ano pa yon pag me nasense lang tao. ang labo na agad. di ko lang napicturan.,2,Negative
Okay yung ringlight gumagana siya. Mabilis dumating kahit nung holy week ako nagcheck out. Sira nga lang yung box. Salamat.,2,Positive
"Maganda sana sya kaso nalag lag po ang sa taas na speaker. Sayang, maganda pa naman sana yung tunog.",2,Neutral
Akala ko e magtatagal sya at automatic na mabubuhay need pa sya pindutin para umilaw,2,Negative
akala ko naman Yong makapal hinfi pala. manipis lang siya as seen sa mga post parang makapal siya pero hindi nabudol ako,1,Negative
Magandasya super nice and very useful lalo na madalas kami magwork sa gabi instant lamp namim siya. Hehe salamag seller,4,Positive
"Hindi din pang plus size, at wrong color binigay order ko is Caramel binigay skin tone",1,Negative
"Sa mga gusto mag sounds using this reciever na puputol sya after a minutes, then need mo ulit i connect then ganon ulit ang mangyayare, ok lang naman sakin for recieve files lang naman ang gagamitin ko dito for printing, thanks pa din seller.",2,Neutral
Di man lang sinara ng maayos bago ipack! Ang ending may mga natapon! Sayang! Almost 1k order ko pero wala man lang freebies,0,Negative
Maganda sya kaso walang bubble wrap mapapamura kanalang talaga ng kunte muntik na maubos Yung ink ng 24 pcs pero naganda naman dagdag collection pero Sana magamit ng matagal nag tanggalan sa platik tapos Yung isa walang ink ok naman correction tape at sticky note tapos Yung sa 12 issa lang walangink,2,Neutral
"42' order ko 41' pinadala. ayun nd kasya s paa ko. sayang pera, s mga susunod n costumer' s nio. pakicheck maigi. nakakadismaya.",0,Negative
All working naman mga items. Yun lang d ok pagkakapack ng monopod maybe para magkasya sa plastic ni courier. Nagsent pic c seller before shipping pero d nya pinansin reply ko na mali yung color ng cable at sa type nun powerbank na ipapadala nya,2,Neutral
Hindi ko alam bat ganito yung dumating saken. Nagpe peel yung design,0,Negative
"Natanggap ko na yung order ko, pero bat may crack sa lalagyan ng eyeglasses ko, di na siya ma. close. naka. bubble wrap naman sia nung pag. open ko sa parcel ko.",3,Negative
"Mukang ma tibay Sia no. 3 Yung gamit ko sapat na Yung hangin pang byahe sa jeep ngayong summer Lalo sa baby pag tulog sakto lang d Sia pawisan naguztuhan ko super walang damage Tama din Yung kulay, maganda Ang color Nia naguztuhan ko kudos to seller",4,Positive
RED po order ko pero bakit BLUE po pinadala nyo. Ang liit lang pala neto hehe pero pwede na din. Buti ndi nasira kase hindi secured yung pagkakabalot. Sana magtagaL.,1,Neutral
